Geography Type,Geography Name,Year,Population,Households,Persons Per Household (PPH)
County,Nicollet,1991,28383.00,9677.00,2.93
County,Nobles,1991,19991.00,7707.00,2.59
County,Norman,1991,7936.00,3102.00,2.56
County,Olmsted,1991,108606.00,41141.00,2.64
County,Otter Tail,1991,50814.00,19636.00,2.59
County,Pennington,1991,13261.00,5171.00,2.56
County,Pine,1991,21403.00,7658.00,2.79
County,Pipestone,1991,10458.00,4074.00,2.57
County,Polk,1991,32467.00,12038.00,2.7
County,Pope,1991,10713.00,4130.00,2.59
County,Ramsey,1991,488363.00,191724.00,2.55
County,Red Lake,1991,4512.00,1727.00,2.61
County,Redwood,1991,17170.00,6535.00,2.63
County,Renville,1991,17584.00,6766.00,2.6
County,Rice,1991,49789.00,16598.00,3
County,Rock,1991,9771.00,3751.00,2.6
County,Roseau,1991,15164.00,5492.00,2.76
County,St. Louis,1991,197767.00,79016.00,2.5
County,Scott,1991,59785.00,20080.00,2.98
County,Sherburne,1991,43638.00,14236.00,3.07
County,Sibley,1991,14337.00,5326.00,2.69
County,Stearns,1991,120860.00,40626.00,2.97
County,Steele,1991,30868.00,11484.00,2.69
County,Stevens,1991,10607.00,3815.00,2.78
County,Swift,1991,10664.00,4257.00,2.51
County,Todd,1991,23407.00,8637.00,2.71
County,Traverse,1991,4428.00,1765.00,2.51
County,Wabasha,1991,19773.00,7331.00,2.7
County,Wadena,1991,13130.00,4983.00,2.63
County,Waseca,1991,18087.00,6672.00,2.71
County,Washington,1991,150664.00,51084.00,2.95
County,Watonwan,1991,11634.00,4523.00,2.57
County,Wilkin,1991,7487.00,2799.00,2.67
County,Winona,1991,47974.00,17143.00,2.8
County,Wright,1991,69742.00,23554.00,2.96
County,Yellow Medicine,1991,11610.00,4589.00,2.53
EDR,01 (Northwest),1991,89968.00,33974.00,2.58
EDR,02 (Headwaters),1991,67150.00,24413.00,2.66
EDR,03 (Arrowhead),1991,310324.00,122632.00,2.47
EDR,04 (West Central),1991,197595.00,73876.00,2.57
EDR,05 (North Central),1991,133189.00,50081.00,2.61
EDR,06E (Southwest Central),1991,109603.00,40827.00,2.63
EDR,06W (Upper MN Valley),1991,50527.00,19997.00,2.46
EDR,07E (East Central),1991,110949.00,39445.00,2.74
EDR,07W (Central),1991,265311.00,89807.00,2.85
EDR,08 (Southwest),1991,122831.00,47182.00,2.53
EDR,09 (South Central),1991,216707.00,80459.00,2.58
EDR,10 (Southeast),1991,423606.00,157594.00,2.59
EDR,11 (7 County Twin Cities),1991,2318532.00,888207.00,2.56
State,Minnesota,1990,4375665.00,1647974.00,2.58
County,Aitkin,1990,12425.00,5126.00,2.42
County,Anoka,1990,243641.00,82437.00,2.96
County,Becker,1990,27881.00,10477.00,2.66
County,Beltrami,1990,34384.00,11870.00,2.9
County,Benton,1990,30185.00,10935.00,2.76
County,Big Stone,1990,6285.00,2463.00,2.55
County,Blue Earth,1990,54044.00,19277.00,2.8
County,Brown,1990,26984.00,10321.00,2.61
County,Carlton,1990,29259.00,10842.00,2.7
County,Carver,1990,47915.00,16601.00,2.89
County,Cass,1990,21791.00,8302.00,2.62
County,Chippewa,1990,13228.00,5245.00,2.52
County,Chisago,1990,30521.00,10551.00,2.89
County,Clay,1990,50422.00,17490.00,2.88
County,Clearwater,1990,8309.00,3064.00,2.71
County,Cook,1990,3868.00,1632.00,2.37
County,Cottonwood,1990,12694.00,5060.00,2.51
County,Crow Wing,1990,44249.00,17204.00,2.57
County,Dakota,1990,275227.00,98293.00,2.8
County,Dodge,1990,15731.00,5538.00,2.84
County,Douglas,1990,28674.00,10988.00,2.61
County,Faribault,1990,16937.00,6772.00,2.5
County,Fillmore,1990,20777.00,7822.00,2.66
County,Freeborn,1990,33060.00,13029.00,2.54
County,Goodhue,1990,40690.00,15198.00,2.68
County,Grant,1990,6246.00,2454.00,2.55
County,Hennepin,1990,1032431.00,419060.00,2.46
County,Houston,1990,18497.00,6844.00,2.7
County,Hubbard,1990,14939.00,5781.00,2.58
County,Isanti,1990,25921.00,8810.00,2.94
County,Itasca,1990,40863.00,15461.00,2.64
County,Jackson,1990,11677.00,4560.00,2.56
County,Kanabec,1990,12802.00,4753.00,2.69
County,Kandiyohi,1990,38761.00,14298.00,2.71
County,Kittson,1990,5767.00,2274.00,2.54
County,Koochiching,1990,16299.00,6025.00,2.71
County,Lac qui Parle,1990,8924.00,3505.00,2.55
County,Lake,1990,10415.00,4242.00,2.46
County,Lake of the Woods,1990,4076.00,1576.00,2.59
County,Le Sueur,1990,23239.00,8468.00,2.74
County,Lincoln,1990,6890.00,2704.00,2.55
County,Lyon,1990,24789.00,9073.00,2.73
County,McLeod,1990,32030.00,11815.00,2.71
County,Mahnomen,1990,5044.00,1805.00,2.79
County,Marshall,1990,10993.00,4194.00,2.62
County,Martin,1990,22914.00,9129.00,2.51
County,Meeker,1990,20846.00,7651.00,2.72
County,Mille Lacs,1990,18670.00,6911.00,2.7
County,Morrison,1990,29604.00,10399.00,2.85
County,Mower,1990,37385.00,15028.00,2.49
County,Murray,1990,9660.00,3758.00,2.57
County,Nicollet,1990,28076.00,9478.00,2.96
County,Nobles,1990,20098.00,7683.00,2.62
County,Norman,1990,7975.00,3118.00,2.56
County,Olmsted,1990,106470.00,40058.00,2.66
County,Otter Tail,1990,50714.00,19510.00,2.6
County,Pennington,1990,13306.00,5173.00,2.57
County,Pine,1990,21264.00,7577.00,2.81
County,Pipestone,1990,10491.00,4078.00,2.57
County,Polk,1990,32498.00,11984.00,2.71
County,Pope,1990,10745.00,4135.00,2.6
County,Ramsey,1990,485765.00,190500.00,2.55
County,Red Lake,1990,4525.00,1730.00,2.62
County,Redwood,1990,17254.00,6554.00,2.63
County,Renville,1990,17673.00,6790.00,2.6
County,Rice,1990,49183.00,16347.00,3.01
County,Rock,1990,9806.00,3754.00,2.61
County,Roseau,1990,15026.00,5415.00,2.77
County,St. Louis,1990,198213.00,78901.00,2.51
County,Scott,1990,57846.00,19367.00,2.99
County,Sherburne,1990,41945.00,13643.00,3.07
County,Sibley,1990,14366.00,5323.00,2.7
County,Stearns,1990,118791.00,39776.00,2.99
County,Steele,1990,30729.00,11342.00,2.71
County,Stevens,1990,10634.00,3823.00,2.78
County,Swift,1990,10724.00,4268.00,2.51
County,Todd,1990,23363.00,8589.00,2.72
County,Traverse,1990,4463.00,1778.00,2.51
County,Wabasha,1990,19744.00,7286.00,2.71
County,Wadena,1990,13154.00,4978.00,2.64
County,Waseca,1990,18079.00,6649.00,2.72
County,Washington,1990,145896.00,49246.00,2.96
County,Watonwan,1990,11682.00,4530.00,2.58
County,Wilkin,1990,7516.00,2805.00,2.68
County,Winona,1990,47828.00,16930.00,2.83
County,Wright,1990,68710.00,23013.00,2.99
County,Yellow Medicine,1990,11684.00,4607.00,2.54
EDR,01 (Northwest),1990,90181.00,33930.00,2.59
EDR,02 (Headwaters),1990,66752.00,24096.00,2.67
EDR,03 (Arrowhead),1990,311342.00,122229.00,2.47
EDR,04 (West Central),1990,197295.00,73460.00,2.58
EDR,05 (North Central),1990,132161.00,49472.00,2.62
EDR,06E (Southwest Central),1990,109310.00,40554.00,2.64
EDR,06W (Upper MN Valley),1990,50845.00,20088.00,2.47
EDR,07E (East Central),1990,109178.00,38602.00,2.75
EDR,07W (Central),1990,260164.00,87476.00,2.87
EDR,08 (Southwest),1990,123359.00,47224.00,2.53
EDR,09 (South Central),1990,216321.00,79947.00,2.59
EDR,10 (Southeast),1990,420094.00,155422.00,2.6
EDR,11 (7 County Twin Cities),1990,2288663.00,875474.00,2.56
